f,P_mag,P_phase,G_mag,G_phase
0.266198557402463,-66.3713853548904,101.565476018326,-3.79518184328967,128.932950093736
0.266784685234264,-66.2857657010822,101.418834514315,-3.68491614963686,128.44534262441
0.267372103628414,-66.199215389563,101.269850341273,-3.57387887061623,127.949978930119
0.267960815426529,-66.1117131692007,101.118442617707,-3.4620642680821,127.446650191618
0.268550823476484,-66.0232371221914,100.964526819116,-3.34946688251876,126.935141523747
0.269142130632424,-65.9337646376917,100.808014573613,-3.23608155817965,126.415231833437
0.269734739754777,-65.8432723842386,100.648813443806,-3.12190346939698,125.886693678898
0.270328653710273,-65.7517362808976,100.486826693863,-3.00692814805325,125.349293130505
0.27092387537195,-65.6591314670783,100.321953040602,-2.89115151219562,124.802789633887
0.271520407619174,-65.5654322709531,100.154086387317,-2.77456989576079,124.246935875815
0.272118253337651,-65.4706121764143,99.9831155389478,-2.65718007936357,123.681477653445
0.27271741541944,-65.3746437885004,99.8089238970974,-2.53897932208531,123.106153747535
0.273317896762969,-65.2774987972226,99.6313891332088,-2.41996539417889,122.520695800255
0.273919700273046,-65.179147939718,99.4503828381114,-2.30013661058467,121.924828198205
0.274522828860877,-65.0795609606579,99.2657701459372,-2.17949186512729,121.318267961237
0.275127285444077,-64.9787065708361,99.0774093302459,-2.05803066523465,120.700724637678
0.275733072946686,-64.8765524038601,98.8851513699668,-1.93575316698893,120.071900206478
0.276340194299181,-64.7730649708738,98.6888394825521,-1.81266021028499,119.43148898674
0.276948652438491,-64.6682096132336,98.488308621467,-1.68875335383175,118.779177555018
0.277558450308015,-64.5619504530675,98.2833849348701,-1.56403490969037,118.114644670587
0.278169590857629,-64.454250341647,98.0738851820104,-1.43850797699534,117.437561208772
0.278782077043705,-64.3450708055068,97.8596161035291,-1.31217647445432,116.747590102147
0.279395911829128,-64.2343719902535,97.6403737414594,-1.18504517116715,116.044386289171
0.280011098183301,-64.1221126020142,97.4159427042841,-1.05711971524575,115.327596669472
0.280627639082171,-64.008249846485,97.1860953719404,-0.928406659653899,114.596860064544
0.281245537508233,-63.8927393655572,96.9505910351095,-0.798913484620388,113.851807182137
0.281864796450551,-63.7755351715164,96.7091749625481,-0.668648615910338,113.092060581964
0.28248541890477,-63.6565895788319,96.4615773895418,-0.537621438170351,112.317234639629
0.283107407873133,-63.5358531335879,96.2075124198227,-0.405842302492437,111.526935504789
0.283730766364489,-63.4132745406413,95.9466768324588,-0.273322527273705,110.72076104852
0.284355497394317,-63.2888005886377,95.6787487843062,-0.140074391383275,109.898300793627
0.284981603984732,-63.1623760730765,95.40338639756,-0.00611111858946572,109.059135820261
0.285609089164505,-63.0339437176803,95.1202262207979,0.128553147848785,108.202838637488
0.286237955969075,-62.9034440944144,94.8288815506021,0.263903381557636,107.328973009639
0.286868207440566,-62.7708155426001,94.528940599396,0.399923721538565,106.437093724019
0.287499846627798,-62.6359940876974,94.2199644935055,0.536597533912057,105.526746284127
0.288132876586306,-62.4989133604802,93.9014850836353,0.673907488011809,104.597466509672
0.288767300378351,-62.3595045175188,93.5730025479193,0.811835647844742,103.648780021505
0.28940312107294,-62.2176961641079,93.2339827654196,0.950363579797236,102.680201585996
0.290040341745833,-62.0734142810524,92.883854435411,1.08947247727002,101.691234289358
0.290678965479565,-61.9265821570596,92.5220059149412,1.22914330264684,100.681368507949
0.291318995363459,-61.7771203288865,92.1477817440041,1.36935694662972,99.6500806356728
0.291960434493638,-61.6249465318822,91.7604788241126,1.51009440448473,98.5968315240871
0.292603285973043,-61.4699756641604,91.3593422121864,1.65133696811467,97.5210645849402
0.293247552911448,-61.3121197683532,90.9435604873019,1.79306643208092,96.4222034983275
0.293893238425473,-61.1512880357735,90.5122606431146,1.93526531070373,95.2996494627182
0.294540345638602,-60.9873868388706,90.0645024535377,2.07791706214148,94.1527779156188
0.295188877681194,-60.820319799149,89.5992722535614,2.22100631384067,92.980934645728
0.295838837690503,-60.6499878992772,89.1154760709967,2.36451908190826,91.7834312091811
0.296490228810689,-60.4762896500096,88.6119320383877,2.50844297472476,90.5595395539192
0.297143054192836,-60.299121324836,88.0873620075139,2.65276736842134,89.3084857476194
0.297797316994966,-60.1183772780655,87.5403822819214,2.79748353859777,88.0294426960809
0.298453020382053,-59.9339503654304,86.969493376015,2.94258472876478,86.7215217309383
0.299110167526043,-59.7457324904019,86.3730687028002,3.08806613133246,85.383762938385
0.299768761605863,-59.5536153043785,85.7493420869008,3.23392475139523,84.0151240949344
0.300428805807442,-59.3574910949312,85.0963939957733,3.38015911691968,82.6144680729678
0.30109030332372,-59.1572539035623,84.412136381218,3.52676879102783,81.1805485789682
0.301753257354673,-58.9528009232087,83.694296026855,3.67375363266246,79.7119940927309
0.302417671107318,-58.7440342362651,82.9403963073971,3.8211127407652,78.2072898883923
0.303083547795735,-58.5308629665264,82.1477372852211,3.96884300391023,76.6647580409735
0.303750890641083,-58.3132059334695,81.3133741030091,4.11693716181231,75.0825353593157
0.30441970287161,-58.0909949150489,80.4340936835504,4.26538126696739,73.458549243036
0.305089987722673,-57.8641786459364,79.5063898265537,4.41415141362292,71.7904915450119
0.305761748436756,-57.6327277020913,78.5264369072891,4.5632095771514,70.0757906413055
0.306434988263477,-57.3966404496661,77.4900625459294,4.71249837975592,68.3115820802739
0.307109710459614,-57.1559502661476,76.3927198462859,4.86193456867693,66.4946784182332
0.307785918289114,-56.9107342732861,75.2294601194218,5.01140096171836,64.6215391716296
0.308463615023109,-56.661123852776,73.9949074377944,5.16073658397082,62.6882422511733
0.309142803939937,-56.4073172432904,72.6832369408053,5.30972469260119,60.6904588234727
0.309823488325151,-56.1495945355521,71.2881595691977,5.45807836928131,58.6234343063049
0.310505671471541,-55.8883353815805,69.802916881898,5.60542336128244,56.4819791828081
0.311189356679146,-55.6240397015012,68.2202908392521,5.75127788602872,54.260474552045
0.311874547255271,-55.3573515867655,66.532634941139,5.89502919952568,51.9528988383045
0.312561246514503,-55.0890864352897,64.731934873899,6.03590689352722,49.5528838458852
0.313249457778728,-54.8202610765891,62.80990876992,6.17295316483384,47.0538102932437
0.313939184377146,-54.5521262105359,60.7581591338856,6.30499073559267,44.4489549062407
0.314630429646287,-54.2861998454145,58.5683900888539,6.43058974233897,41.7317027433937
0.315323196930028,-54.0242995393543,56.2327042545921,6.54803579386706,38.8958390778134
0.316017489579608,-53.7685701094281,53.7439924006972,6.65530253834019,35.935933981732
0.316713310953647,-53.5215021173125,51.0964248115032,6.75003343571949,32.8478285439471
0.317410664418156,-53.2859350132567,48.2860446335073,6.82953885869858,29.6292229732342
0.318109553346562,-53.0650376159844,45.3114490162825,6.89081584907168,26.2803523694506
0.318809981119717,-52.8622581049317,42.1745229836423,6.93059835691081,22.8047150579955
0.319511951125918,-52.6812365475202,38.8811647196774,6.94544494244404,19.2097921195159
0.320215466760922,-52.5256758597373,35.4419130972217,6.93186804333478,15.5076688786874
0.320920531427964,-52.3991724475709,31.8723659990051,6.88650355870451,11.7154468288275
0.321627148537771,-52.3050154109773,28.1932712825966,6.80631186458122,7.85532776193486
0.322335321508581,-52.2459719198658,24.4301912307437,6.6887926446663,3.95427085872711
0.323045053766158,-52.224083932153,20.6126914483111,6.53218835633477,0.0431736104490028
0.323756348743809,-52.2405049952998,16.7730820076415,6.33564757663129,-3.84439571356666
0.324469209882401,-52.2954031792111,12.9448256661701,6.09932216244532,-7.67379931025084
0.325183640630375,-52.3879467728003,9.16080016510148,5.82438157029699,-11.4110778597744
0.325899644443769,-52.5163752634354,5.45163503305616,5.51294178982567,-15.0246249422432
0.326617224786228,-52.678143269589,1.8443261281526,5.16792118963545,-18.4865846458588
0.327336385129023,-52.8701137894842,-1.63873050079576,4.79284687764907,-21.7738307772574
0.328057128951069,-53.0887721501902,-4.9802289298425,4.39164015302104,-24.868471118963
0.328779459738943,-53.3304337326948,-8.16799393080282,3.96840793304499,-27.7579027106162
0.329503380986895,-53.5914251054105,-11.194657891613,3.5272604803181,-30.4345040868909
0.330228896196871,-53.8682268355736,-14.0570892257078,3.0721671188694,-32.8950793836846
0.330956008878528,-54.1575744301243,-16.7556881830941,2.60685344840818,-35.1401699248461
0.331684722549251,-54.4565200245448,-19.2936476483235,2.1347374040892,-37.1733304986599
0.332415040734167,-54.7624611027902,-21.6762495325113,1.65889785256959,-39.0004404802544
0.333146966966169,-55.0731439762886,-23.9102400066913,1.18206798149945,-40.6290925263725
0.333880504785925,-55.3866496162677,-26.0033039483512,0.706645887785316,-42.068078634449
0.334615657741901,-55.701368399075,-27.9636424068942,0.234715822164505,-43.3269767499344
0.335352429390377,-56.0159689293126,-29.799646444941,-0.23192503718652,-44.4158306387726
0.336090823295461,-56.3293647042438,-31.5196551974243,-0.691737985603265,-45.3449102390482
0.33683084302911,-56.64068116336,-33.1317839668731,-1.14341482824099,-46.1245377300588
0.337572492171145,-56.9492246998196,-34.6438083434305,-1.58585202262553,-46.764964814347
0.338315774309271,-57.2544544958334,-36.0630917060063,-2.01812766311431,-47.2762882039899
0.339060693039092,-57.5559575476025,-37.3965453443552,-2.43948152981825,-47.6683923522007
0.339807251964127,-57.8534269212346,-38.6506124190321,-2.84929808942049,-47.9509106475425
0.340555454695831,-58.1466430844011,-39.8312688151502,-3.24709213498912,-48.1331983493212
0.341305304853612,-58.4354580513542,-40.944035540293,-3.63249664944422,-48.2243123694482
0.342056806064844,-58.7197820315848,-41.9939986366549,-4.00525244363002,-48.2329945526988
0.342809961964892,-58.9995722630011,-42.9858336341078,-4.36519913286882,-48.1676563687797
0.343564776197122,-59.2748237236413,-43.9238323956783,-4.71226705903185,-48.0363639210391
0.344321252412925,-59.5455614411931,-44.8119308377714,-5.0464698264045,-47.8468229223338
0.345079394271729,-59.8118341502482,-45.6537364817448,-5.3678971898517,-47.6063638158514
0.345839205441022,-60.0737090790705,-46.4525551444426,-5.67670810609567,-47.3219275564556
0.346600689596365,-60.3312676782874,-47.2114163312148,-5.97312382804632,-47.0000527455804
0.347363850421414,-60.5846021320138,-47.9330970786515,-6.25742098417119,-46.6468648594009
0.348128691607935,-60.8338125169339,-48.6201441238163,-6.52992463714457,-46.2680682555886
0.348895216855822,-61.0790044966677,-49.2748943662597,-6.79100135687783,-45.8689415172205
0.349663429873117,-61.3202874574623,-49.8994936491998,-7.04105237193336,-45.4543365206546
0.350433334376026,-61.5577730071361,-50.4959139251371,-7.280506880606,-45.0286814218691
0.351204934088937,-61.7915737725854,-51.0659688948015,-7.50981560970837,-44.5959875635335
0.351978232744438,-62.0218024423541,-51.6113282212656,-7.72944470695986,-44.1598601293952
0.352753234083337,-62.2485710100958,-52.1335304265239,-7.93987004382053,-43.7235122245861
0.353529941854678,-62.471990182497,-52.6339945782677,-8.1415719917105,-43.289781947193
0.354308359815761,-62.6921689216405,-53.1140308716907,-8.33503071781517,-42.8611519401722
0.355088491732156,-62.9092140970835,-53.5748502061782,-8.52072202887665,-42.439770872516
0.355870341377728,-63.1232302272982,-54.0175728505441,-8.6991137739782,-42.0274762907745
0.356653912534648,-63.3343192937286,-54.4432362836743,-8.87066280143569,-41.6258183014463
